log_id,username,timestamp,no_mfa,mfa_absent,principal_type_prior_risk,principal_type_idx,has_access_key,action_velocity,is_new_action,session_duration_normalized,events_per_minute_normalized,time_sin,time_cos,is_weekend,is_off_hours,action_risk_prior,event_name_idx,event_source_idx,is_write_action,read_only_absent,has_error,is_access_denied,is_iam_event,is_recon_action,is_defense_evasion,is_get_caller_identity,is_malicious_user_agent,is_public_ip,params_length_normalized,targets_sensitive_resource,is_non_default_region,is_create_key,is_secrets_or_kms,is_permission_modification,policy_statement_count_normalized,has_wildcard_action,has_wildcard_resource,privileged_action_reach,label
synthetic_cloudtrail.csv:2141,fe:AWSServiceRoleForEC2,2024-03-24 07:00:19+00:00,1,0,0.5,3,1,0.0,1,0.0,0.1,0.9659258262890684,-0.2588190451025206,1,1,0.1,20,6,0,0,0,0,0,1,0,0,0,1,0.0026666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2142,fe:AWSServiceRoleForEC2,2024-03-24 07:00:40+00:00,1,0,0.5,3,1,0.9941666666666666,1,0.0058333333333333,0.5714285714285714,0.9659258262890684,-0.2588190451025206,1,1,0.2,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2143,fe:AWSServiceRoleForEC2,2024-03-24 07:01:07+00:00,1,0,0.5,3,1,0.9925,1,0.0133333333333333,0.375,0.9659258262890684,-0.2588190451025206,1,1,0.8,27,6,1,0,0,0,0,0,0,0,0,1,0.0026666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2144,fe:AWSServiceRoleForEC2,2024-03-24 07:01:14+00:00,1,0,0.5,3,1,0.9980555555555556,0,0.0152777777777777,0.4363636363636364,0.9659258262890684,-0.2588190451025206,1,1,0.2,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2145,fe:AWSServiceRoleForEC2,2024-03-24 07:01:19+00:00,1,0,0.5,3,1,0.9986111111111112,0,0.0166666666666666,0.5,0.9659258262890684,-0.2588190451025206,1,1,0.1,20,6,0,0,1,0,0,1,0,0,0,1,0.0026666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2146,fe:AWSServiceRoleForEC2,2024-03-24 07:01:26+00:00,1,0,0.5,3,1,0.9980555555555556,0,0.0186111111111111,0.5373134328358209,0.9659258262890684,-0.2588190451025206,1,1,0.2,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2147,fe:AWSServiceRoleForEC2,2024-03-24 07:01:31+00:00,1,0,0.5,3,1,0.9986111111111112,0,0.02,0.5833333333333334,0.9659258262890684,-0.2588190451025206,1,1,0.2,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2500,fe:AWSServiceRoleForEC2,2024-04-11 07:00:26+00:00,1,0,0.5,3,1,0.0,1,0.0,0.1,0.9659258262890684,-0.2588190451025206,0,1,0.2,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2501,fe:AWSServiceRoleForEC2,2024-04-11 07:00:38+00:00,1,0,0.5,3,1,0.9966666666666668,0,0.0033333333333333,1.0,0.9659258262890684,-0.2588190451025206,0,1,0.2,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2503,fe:AWSServiceRoleForEC2,2024-04-11 07:01:04+00:00,1,0,0.5,3,1,0.9927777777777778,0,0.0105555555555555,0.4736842105263158,0.9659258262890684,-0.2588190451025206,0,1,0.2,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666,0,0,0,0,0,0.0,0,0,0.0,0
