log_id,username,timestamp,no_mfa,mfa_absent,principal_type_prior_risk,principal_type_idx,has_access_key,action_velocity,is_new_action,session_duration_normalized,events_per_minute_normalized,time_sin,time_cos,is_weekend,is_off_hours,action_risk_prior,event_name_idx,event_source_idx,is_write_action,read_only_absent,has_error,is_access_denied,is_iam_event,is_recon_action,is_defense_evasion,is_get_caller_identity,is_malicious_user_agent,is_public_ip,params_length_normalized,targets_sensitive_resource,is_non_default_region,is_create_key,is_secrets_or_kms,is_permission_modification,policy_statement_count_normalized,has_wildcard_action,has_wildcard_resource,privileged_action_reach,label
synthetic_cloudtrail.csv:1527,fe:AWSServiceRoleForEC2,2024-02-20 15:00:12+00:00,1.0,0.0,0.1461038961038961,3.0,1.0,0.0,1.0,0.0,0.1,-0.7071067811865471,-0.7071067811865479,0.0,0.0,0.0326086956521739,28.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0026666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
synthetic_cloudtrail.csv:1528,fe:AWSServiceRoleForEC2,2024-02-20 15:00:42+00:00,1.0,0.0,0.1451612903225806,3.0,1.0,0.9916666666666668,1.0,0.0083333333333333,0.4,-0.7071067811865471,-0.7071067811865479,0.0,0.0,0.2317073170731707,21.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0026666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
synthetic_cloudtrail.csv:1529,fe:AWSServiceRoleForEC2,2024-02-20 15:01:01+00:00,1.0,0.0,0.1442307692307692,3.0,1.0,0.9947222222222222,1.0,0.0136111111111111,0.3673469387755102,-0.7071067811865471,-0.7071067811865479,0.0,0.0,0.0297029702970297,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0026666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
synthetic_cloudtrail.csv:1530,fe:AWSServiceRoleForEC2,2024-02-20 15:01:07+00:00,1.0,0.0,0.143312101910828,3.0,1.0,0.9983333333333332,1.0,0.0152777777777777,0.4363636363636364,-0.7071067811865471,-0.7071067811865479,0.0,0.0,0.0192307692307692,10.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0026666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
synthetic_cloudtrail.csv:1531,fe:AWSServiceRoleForEC2,2024-02-20 15:01:21+00:00,1.0,0.0,0.1424050632911392,3.0,1.0,0.9961111111111112,0.0,0.0191666666666666,0.4347826086956522,-0.7071067811865471,-0.7071067811865479,0.0,0.0,0.0294117647058823,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0026666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
synthetic_cloudtrail.csv:1532,fe:AWSServiceRoleForEC2,2024-02-20 15:01:48+00:00,1.0,0.0,0.1415094339622641,3.0,1.0,0.9925,1.0,0.0266666666666666,0.375,-0.7071067811865471,-0.7071067811865479,0.0,0.0,0.0254237288135593,12.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0026666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
synthetic_cloudtrail.csv:2445,fe:AWSServiceRoleForEC2,2024-03-25 16:00:21+00:00,1.0,0.0,0.132034632034632,3.0,1.0,0.0,1.0,0.0,0.1,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0185185185185185,12.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0026666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
synthetic_cloudtrail.csv:2446,fe:AWSServiceRoleForEC2,2024-03-25 16:00:26+00:00,1.0,0.0,0.1314655172413793,3.0,1.0,0.9986111111111112,1.0,0.0013888888888888,1.0,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0211267605633802,28.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0026666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
synthetic_cloudtrail.csv:2447,fe:AWSServiceRoleForEC2,2024-03-25 16:00:33+00:00,1.0,0.0,0.130901287553648,3.0,1.0,0.9980555555555556,1.0,0.0033333333333333,1.0,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0209790209790209,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0026666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
synthetic_cloudtrail.csv:2448,fe:AWSServiceRoleForEC2,2024-03-25 16:00:47+00:00,1.0,0.0,0.1303418803418803,3.0,1.0,0.9961111111111112,1.0,0.0072222222222222,0.923076923076923,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.1481481481481481,23.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0026666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
