log_id,username,timestamp,no_mfa,mfa_absent,principal_type_prior_risk,principal_type_idx,has_access_key,action_velocity,is_new_action,session_duration_normalized,events_per_minute_normalized,time_sin,time_cos,is_weekend,is_off_hours,action_risk_prior,event_name_idx,event_source_idx,is_write_action,read_only_absent,has_error,is_access_denied,is_iam_event,is_recon_action,is_defense_evasion,is_get_caller_identity,is_malicious_user_agent,is_public_ip,params_length_normalized,targets_sensitive_resource,is_non_default_region,is_create_key,is_secrets_or_kms,is_permission_modification,policy_statement_count_normalized,has_wildcard_action,has_wildcard_resource,privileged_action_reach,label
synthetic_cloudtrail.csv:2141,AWSServiceRoleForEC2,2024-03-24 07:00:19+00:00,1,0,0.5,3,1,0.0,1,0.0,0.1,0.9659258262890683,-0.25881904510252063,1,1,0.1,20,6,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2141,AWSServiceRoleForEC2,2024-03-24 07:00:19+00:00,1,0,0.5,3,1,1.02,0,0.0,1.0,0.9659258262890683,-0.25881904510252063,1,1,0.1,20,6,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2142,AWSServiceRoleForEC2,2024-03-24 07:00:40+00:00,1,0,0.5,3,1,0.9941666666666666,1,0.005833333333333334,0.5714285714285714,0.9659258262890683,-0.25881904510252063,1,1,0.2,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2142,AWSServiceRoleForEC2,2024-03-24 07:00:40+00:00,1,0,0.5,3,1,0.9941666666666666,0,0.005833333333333334,1.0,0.9659258262890683,-0.25881904510252063,1,1,0.2,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2143,AWSServiceRoleForEC2,2024-03-24 07:01:07+00:00,1,0,0.5,3,1,0.9925,1,0.013333333333333334,0.375,0.9659258262890683,-0.25881904510252063,1,1,0.8,27,6,1,0,0,0,0,0,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2143,AWSServiceRoleForEC2,2024-03-24 07:01:07+00:00,1,0,0.5,3,1,0.9925,0,0.013333333333333334,1.0,0.9659258262890683,-0.25881904510252063,1,1,0.8,27,6,1,0,0,0,0,0,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2144,AWSServiceRoleForEC2,2024-03-24 07:01:14+00:00,1,0,0.5,3,1,0.9980555555555556,0,0.015277777777777777,0.4363636363636364,0.9659258262890683,-0.25881904510252063,1,1,0.2,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2144,AWSServiceRoleForEC2,2024-03-24 07:01:14+00:00,1,0,0.5,3,1,0.9980555555555556,0,0.015277777777777777,1.0,0.9659258262890683,-0.25881904510252063,1,1,0.2,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2145,AWSServiceRoleForEC2,2024-03-24 07:01:19+00:00,1,0,0.5,3,1,0.9986111111111111,0,0.016666666666666666,0.5,0.9659258262890683,-0.25881904510252063,1,1,0.1,20,6,0,0,1,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2145,AWSServiceRoleForEC2,2024-03-24 07:01:19+00:00,1,0,0.5,3,1,0.9986111111111111,0,0.016666666666666666,1.0,0.9659258262890683,-0.25881904510252063,1,1,0.1,20,6,0,0,1,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2146,AWSServiceRoleForEC2,2024-03-24 07:01:26+00:00,1,0,0.5,3,1,0.9980555555555556,0,0.01861111111111111,0.5373134328358209,0.9659258262890683,-0.25881904510252063,1,1,0.2,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2146,AWSServiceRoleForEC2,2024-03-24 07:01:26+00:00,1,0,0.5,3,1,0.9980555555555556,0,0.01861111111111111,1.0,0.9659258262890683,-0.25881904510252063,1,1,0.2,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
