log_id,username,timestamp,label,label_orig,P_event
synthetic_cloudtrail.csv:1527,fe:AWSServiceRoleForEC2,2024-02-20 15:00:12+00:00,0,0,0.14537147
synthetic_cloudtrail.csv:1528,fe:AWSServiceRoleForEC2,2024-02-20 15:00:42+00:00,0,0,0.27337864
synthetic_cloudtrail.csv:1529,fe:AWSServiceRoleForEC2,2024-02-20 15:01:01+00:00,0,0,0.12651107
synthetic_cloudtrail.csv:1530,fe:AWSServiceRoleForEC2,2024-02-20 15:01:07+00:00,0,0,0.1350968
synthetic_cloudtrail.csv:1531,fe:AWSServiceRoleForEC2,2024-02-20 15:01:21+00:00,0,0,0.12641287
synthetic_cloudtrail.csv:1532,fe:AWSServiceRoleForEC2,2024-02-20 15:01:48+00:00,0,0,0.1317648
synthetic_cloudtrail.csv:2445,fe:AWSServiceRoleForEC2,2024-03-25 16:00:21+00:00,0,0,0.11738084
synthetic_cloudtrail.csv:2446,fe:AWSServiceRoleForEC2,2024-03-25 16:00:26+00:00,0,0,0.12809211
synthetic_cloudtrail.csv:2447,fe:AWSServiceRoleForEC2,2024-03-25 16:00:33+00:00,0,0,0.11333956
synthetic_cloudtrail.csv:2448,fe:AWSServiceRoleForEC2,2024-03-25 16:00:47+00:00,0,0,0.13150313
synthetic_cloudtrail.csv:2449,fe:AWSServiceRoleForEC2,2024-03-25 16:01:02+00:00,0,0,0.108434014
synthetic_cloudtrail.csv:2450,fe:AWSServiceRoleForEC2,2024-03-25 16:01:14+00:00,0,0,0.24858016
synthetic_cloudtrail.csv:2451,fe:AWSServiceRoleForEC2,2024-03-25 16:01:44+00:00,0,0,0.11326677
synthetic_cloudtrail.csv:2452,fe:AWSServiceRoleForEC2,2024-03-25 16:02:05+00:00,0,0,0.2421682
synthetic_cloudtrail.csv:2453,fe:AWSServiceRoleForEC2,2024-03-25 16:02:33+00:00,0,0,0.13675489
synthetic_cloudtrail.csv:2454,fe:AWSServiceRoleForEC2,2024-03-25 16:02:46+00:00,0,0,0.11403103
synthetic_cloudtrail.csv:2455,fe:AWSServiceRoleForEC2,2024-03-25 16:03:06+00:00,0,0,0.115724295
synthetic_cloudtrail.csv:2456,fe:AWSServiceRoleForEC2,2024-03-25 16:03:14+00:00,0,0,0.11714683
synthetic_cloudtrail.csv:2457,fe:AWSServiceRoleForEC2,2024-03-25 16:03:30+00:00,0,0,0.10787904
synthetic_cloudtrail.csv:2458,fe:AWSServiceRoleForEC2,2024-03-25 16:03:50+00:00,0,0,0.115134835
synthetic_cloudtrail.csv:2459,fe:AWSServiceRoleForEC2,2024-03-25 16:03:57+00:00,0,0,0.111320384
synthetic_cloudtrail.csv:3449,fe:AWSServiceRoleForEC2,2024-05-01 10:00:09+00:00,0,0,0.1261917
synthetic_cloudtrail.csv:3450,fe:AWSServiceRoleForEC2,2024-05-01 10:00:21+00:00,0,0,0.27607068
synthetic_cloudtrail.csv:3451,fe:AWSServiceRoleForEC2,2024-05-01 10:00:51+00:00,0,0,0.12136583
synthetic_cloudtrail.csv:3452,fe:AWSServiceRoleForEC2,2024-05-01 10:00:56+00:00,0,0,0.14139076
synthetic_cloudtrail.csv:3453,fe:AWSServiceRoleForEC2,2024-05-01 10:01:22+00:00,0,0,0.11601397
synthetic_cloudtrail.csv:3454,fe:AWSServiceRoleForEC2,2024-05-01 10:01:24+00:00,0,0,0.14120914
synthetic_cloudtrail.csv:3455,fe:AWSServiceRoleForEC2,2024-05-01 10:01:43+00:00,0,0,0.11401042
synthetic_cloudtrail.csv:3456,fe:AWSServiceRoleForEC2,2024-05-01 10:02:02+00:00,0,0,0.13507582
synthetic_cloudtrail.csv:3457,fe:AWSServiceRoleForEC2,2024-05-01 10:02:05+00:00,0,0,0.11388822
synthetic_cloudtrail.csv:3458,fe:AWSServiceRoleForEC2,2024-05-01 10:02:16+00:00,0,0,0.13670912
synthetic_cloudtrail.csv:3528,fe:AWSServiceRoleForEC2,2024-05-04 10:00:21+00:00,0,0,0.11787031
synthetic_cloudtrail.csv:3529,fe:AWSServiceRoleForEC2,2024-05-04 10:00:32+00:00,0,0,0.31760186
synthetic_cloudtrail.csv:3530,fe:AWSServiceRoleForEC2,2024-05-04 10:00:38+00:00,0,0,0.13215198
synthetic_cloudtrail.csv:3531,fe:AWSServiceRoleForEC2,2024-05-04 10:00:47+00:00,0,0,0.1349055
synthetic_cloudtrail.csv:3532,fe:AWSServiceRoleForEC2,2024-05-04 10:00:49+00:00,0,0,0.13684663
synthetic_cloudtrail.csv:3533,fe:AWSServiceRoleForEC2,2024-05-04 10:01:07+00:00,0,0,0.1250729
synthetic_cloudtrail.csv:3534,fe:AWSServiceRoleForEC2,2024-05-04 10:01:22+00:00,0,0,0.12747377
synthetic_cloudtrail.csv:3535,fe:AWSServiceRoleForEC2,2024-05-04 10:01:42+00:00,0,0,0.15076867
synthetic_cloudtrail.csv:3536,fe:AWSServiceRoleForEC2,2024-05-04 10:02:12+00:00,0,0,0.14447397
synthetic_cloudtrail.csv:3537,fe:AWSServiceRoleForEC2,2024-05-04 10:02:30+00:00,0,0,0.12571073
synthetic_cloudtrail.csv:3538,fe:AWSServiceRoleForEC2,2024-05-04 10:02:32+00:00,0,0,0.11935585
synthetic_cloudtrail.csv:3730,fe:AWSServiceRoleForEC2,2024-05-12 12:00:20+00:00,0,0,0.121848665
synthetic_cloudtrail.csv:3731,fe:AWSServiceRoleForEC2,2024-05-12 12:00:25+00:00,0,0,0.12976225
synthetic_cloudtrail.csv:3732,fe:AWSServiceRoleForEC2,2024-05-12 12:00:53+00:00,0,0,0.29900894
synthetic_cloudtrail.csv:3733,fe:AWSServiceRoleForEC2,2024-05-12 12:01:07+00:00,0,0,0.14493132
synthetic_cloudtrail.csv:3734,fe:AWSServiceRoleForEC2,2024-05-12 12:01:25+00:00,0,0,0.26801947
synthetic_cloudtrail.csv:3735,fe:AWSServiceRoleForEC2,2024-05-12 12:01:38+00:00,0,0,0.12759332
synthetic_cloudtrail.csv:3736,fe:AWSServiceRoleForEC2,2024-05-12 12:01:53+00:00,0,0,0.12945852
synthetic_cloudtrail.csv:3737,fe:AWSServiceRoleForEC2,2024-05-12 12:02:03+00:00,0,0,0.12003424
synthetic_cloudtrail.csv:3738,fe:AWSServiceRoleForEC2,2024-05-12 12:02:28+00:00,0,0,0.12447002
synthetic_cloudtrail.csv:3739,fe:AWSServiceRoleForEC2,2024-05-12 12:02:47+00:00,0,0,0.25633323
synthetic_cloudtrail.csv:3740,fe:AWSServiceRoleForEC2,2024-05-12 12:03:15+00:00,0,0,0.115190014
synthetic_cloudtrail.csv:4674,fe:AWSServiceRoleForEC2,2024-06-10 19:00:06+00:00,0,0,0.30432943
synthetic_cloudtrail.csv:4675,fe:AWSServiceRoleForEC2,2024-06-10 19:00:10+00:00,0,0,0.317633
synthetic_cloudtrail.csv:4676,fe:AWSServiceRoleForEC2,2024-06-10 19:00:33+00:00,0,0,0.14237145
synthetic_cloudtrail.csv:4677,fe:AWSServiceRoleForEC2,2024-06-10 19:00:46+00:00,0,0,0.14140314
synthetic_cloudtrail.csv:4678,fe:AWSServiceRoleForEC2,2024-06-10 19:01:01+00:00,0,0,0.13710687
synthetic_cloudtrail.csv:4679,fe:AWSServiceRoleForEC2,2024-06-10 19:01:18+00:00,0,0,0.13174266
synthetic_cloudtrail.csv:4680,fe:AWSServiceRoleForEC2,2024-06-10 19:01:40+00:00,0,0,0.13311876
synthetic_cloudtrail.csv:4681,fe:AWSServiceRoleForEC2,2024-06-10 19:01:54+00:00,0,0,0.12212603
synthetic_cloudtrail.csv:4801,fe:AWSServiceRoleForEC2,2024-06-15 12:00:09+00:00,0,0,0.13190597
synthetic_cloudtrail.csv:4802,fe:AWSServiceRoleForEC2,2024-06-15 12:00:35+00:00,0,0,0.28490096
synthetic_cloudtrail.csv:4803,fe:AWSServiceRoleForEC2,2024-06-15 12:00:47+00:00,0,0,0.12995753
synthetic_cloudtrail.csv:4804,fe:AWSServiceRoleForEC2,2024-06-15 12:00:55+00:00,0,0,0.1265468
synthetic_cloudtrail.csv:4805,fe:AWSServiceRoleForEC2,2024-06-15 12:01:08+00:00,0,0,0.14603937
synthetic_cloudtrail.csv:4806,fe:AWSServiceRoleForEC2,2024-06-15 12:01:23+00:00,0,0,0.12304374
synthetic_cloudtrail.csv:4807,fe:AWSServiceRoleForEC2,2024-06-15 12:01:43+00:00,0,0,0.11668387
synthetic_cloudtrail.csv:4808,fe:AWSServiceRoleForEC2,2024-06-15 12:01:46+00:00,0,0,0.2576954
synthetic_cloudtrail.csv:4809,fe:AWSServiceRoleForEC2,2024-06-15 12:01:55+00:00,0,0,0.12352956
synthetic_cloudtrail.csv:4810,fe:AWSServiceRoleForEC2,2024-06-15 12:01:56+00:00,0,0,0.1361982
synthetic_cloudtrail.csv:4811,fe:AWSServiceRoleForEC2,2024-06-15 12:02:17+00:00,0,0,0.25260326
synthetic_cloudtrail.csv:4812,fe:AWSServiceRoleForEC2,2024-06-15 12:02:38+00:00,0,0,0.11187925
synthetic_cloudtrail.csv:4813,fe:AWSServiceRoleForEC2,2024-06-15 12:02:48+00:00,0,0,0.11876505
synthetic_cloudtrail.csv:4814,fe:AWSServiceRoleForEC2,2024-06-15 12:03:13+00:00,0,0,0.10937788
synthetic_cloudtrail.csv:5657,fe:AWSServiceRoleForEC2,2024-07-16 17:00:01+00:00,0,0,0.10016143
synthetic_cloudtrail.csv:5658,fe:AWSServiceRoleForEC2,2024-07-16 17:00:12+00:00,0,0,0.131237
synthetic_cloudtrail.csv:5659,fe:AWSServiceRoleForEC2,2024-07-16 17:00:28+00:00,0,0,0.124248184
synthetic_cloudtrail.csv:5660,fe:AWSServiceRoleForEC2,2024-07-16 17:00:37+00:00,0,0,0.12422782
synthetic_cloudtrail.csv:5661,fe:AWSServiceRoleForEC2,2024-07-16 17:01:02+00:00,0,0,0.10306122
synthetic_cloudtrail.csv:5662,fe:AWSServiceRoleForEC2,2024-07-16 17:01:32+00:00,0,0,0.13427058
synthetic_cloudtrail.csv:5663,fe:AWSServiceRoleForEC2,2024-07-16 17:01:42+00:00,0,0,0.10613983
synthetic_cloudtrail.csv:5664,fe:AWSServiceRoleForEC2,2024-07-16 17:01:47+00:00,0,0,0.112789646
synthetic_cloudtrail.csv:5665,fe:AWSServiceRoleForEC2,2024-07-16 17:01:50+00:00,0,0,0.10749844
synthetic_cloudtrail.csv:5666,fe:AWSServiceRoleForEC2,2024-07-16 17:02:02+00:00,0,0,0.2651484
synthetic_cloudtrail.csv:5667,fe:AWSServiceRoleForEC2,2024-07-16 17:02:29+00:00,0,0,0.27501327
synthetic_cloudtrail.csv:5668,fe:AWSServiceRoleForEC2,2024-07-16 17:02:34+00:00,0,0,0.11229011
synthetic_cloudtrail.csv:5669,fe:AWSServiceRoleForEC2,2024-07-16 17:02:45+00:00,0,0,0.11523937
synthetic_cloudtrail.csv:5670,fe:AWSServiceRoleForEC2,2024-07-16 17:03:07+00:00,0,0,0.13270348
synthetic_cloudtrail.csv:6048,fe:AWSServiceRoleForEC2,2024-08-03 12:00:08+00:00,0,0,0.12438881
synthetic_cloudtrail.csv:6049,fe:AWSServiceRoleForEC2,2024-08-03 12:00:18+00:00,0,0,0.123324685
synthetic_cloudtrail.csv:6050,fe:AWSServiceRoleForEC2,2024-08-03 12:00:48+00:00,0,0,0.2893335
synthetic_cloudtrail.csv:6051,fe:AWSServiceRoleForEC2,2024-08-03 12:00:50+00:00,0,0,0.1315746
synthetic_cloudtrail.csv:6052,fe:AWSServiceRoleForEC2,2024-08-03 12:01:13+00:00,0,0,0.14633997
synthetic_cloudtrail.csv:6053,fe:AWSServiceRoleForEC2,2024-08-03 12:01:18+00:00,0,0,0.123504855
synthetic_cloudtrail.csv:6054,fe:AWSServiceRoleForEC2,2024-08-03 12:01:21+00:00,0,0,0.12773724
synthetic_cloudtrail.csv:6055,fe:AWSServiceRoleForEC2,2024-08-03 12:01:49+00:00,0,0,0.116665475
synthetic_cloudtrail.csv:6616,fe:AWSServiceRoleForEC2,2024-08-25 16:00:27+00:00,0,0,0.10986373
synthetic_cloudtrail.csv:6617,fe:AWSServiceRoleForEC2,2024-08-25 16:00:43+00:00,0,0,0.12475681
synthetic_cloudtrail.csv:6618,fe:AWSServiceRoleForEC2,2024-08-25 16:01:08+00:00,0,0,0.12624866
synthetic_cloudtrail.csv:6619,fe:AWSServiceRoleForEC2,2024-08-25 16:01:38+00:00,0,0,0.27156284
synthetic_cloudtrail.csv:6620,fe:AWSServiceRoleForEC2,2024-08-25 16:02:05+00:00,0,0,0.13515913
synthetic_cloudtrail.csv:6621,fe:AWSServiceRoleForEC2,2024-08-25 16:02:08+00:00,0,0,0.26256737
synthetic_cloudtrail.csv:6622,fe:AWSServiceRoleForEC2,2024-08-25 16:02:20+00:00,0,0,0.24129184
synthetic_cloudtrail.csv:7870,fe:AWSServiceRoleForEC2,2024-10-11 16:00:28+00:00,0,0,0.10807086
synthetic_cloudtrail.csv:7871,fe:AWSServiceRoleForEC2,2024-10-11 16:00:31+00:00,0,0,0.2693279
synthetic_cloudtrail.csv:7872,fe:AWSServiceRoleForEC2,2024-10-11 16:00:38+00:00,0,0,0.1207616
synthetic_cloudtrail.csv:7873,fe:AWSServiceRoleForEC2,2024-10-11 16:00:42+00:00,0,0,0.118632145
synthetic_cloudtrail.csv:7874,fe:AWSServiceRoleForEC2,2024-10-11 16:01:06+00:00,0,0,0.12221849
synthetic_cloudtrail.csv:7875,fe:AWSServiceRoleForEC2,2024-10-11 16:01:24+00:00,0,0,0.1225035
synthetic_cloudtrail.csv:7876,fe:AWSServiceRoleForEC2,2024-10-11 16:01:54+00:00,0,0,0.114893705
synthetic_cloudtrail.csv:8787,fe:AWSServiceRoleForEC2,2024-11-15 16:00:08+00:00,0,0,0.12705877
synthetic_cloudtrail.csv:8788,fe:AWSServiceRoleForEC2,2024-11-15 16:00:22+00:00,0,0,0.117304064
synthetic_cloudtrail.csv:8789,fe:AWSServiceRoleForEC2,2024-11-15 16:00:51+00:00,0,0,0.12150293
synthetic_cloudtrail.csv:8790,fe:AWSServiceRoleForEC2,2024-11-15 16:01:17+00:00,0,0,0.11740675
synthetic_cloudtrail.csv:8791,fe:AWSServiceRoleForEC2,2024-11-15 16:01:21+00:00,0,0,0.112009615
synthetic_cloudtrail.csv:8792,fe:AWSServiceRoleForEC2,2024-11-15 16:01:33+00:00,0,0,0.11613508
synthetic_cloudtrail.csv:8793,fe:AWSServiceRoleForEC2,2024-11-15 16:01:50+00:00,0,0,0.13160458
synthetic_cloudtrail.csv:8794,fe:AWSServiceRoleForEC2,2024-11-15 16:02:10+00:00,0,0,0.10421952
synthetic_cloudtrail.csv:8795,fe:AWSServiceRoleForEC2,2024-11-15 16:02:13+00:00,0,0,0.2629005
synthetic_cloudtrail.csv:8796,fe:AWSServiceRoleForEC2,2024-11-15 16:02:31+00:00,0,0,0.108842485
synthetic_cloudtrail.csv:8797,fe:AWSServiceRoleForEC2,2024-11-15 16:02:52+00:00,0,0,0.113100454
synthetic_cloudtrail.csv:8798,fe:AWSServiceRoleForEC2,2024-11-15 16:03:10+00:00,0,0,0.23117417
synthetic_cloudtrail.csv:8799,fe:AWSServiceRoleForEC2,2024-11-15 16:03:15+00:00,0,0,0.24442326
synthetic_cloudtrail.csv:8800,fe:AWSServiceRoleForEC2,2024-11-15 16:03:25+00:00,0,0,0.113662526
synthetic_cloudtrail.csv:8801,fe:AWSServiceRoleForEC2,2024-11-15 16:03:52+00:00,0,0,0.110317975
synthetic_cloudtrail.csv:8963,fe:AWSServiceRoleForEC2,2024-11-21 09:00:02+00:00,0,0,0.11905565
